event_type,state,month,season,magnitude,magnitude_type,begin_lat,begin_lon,damage_property_num
Hail,MISSOURI,4,MAM,1.0,Unknown,38.37,-93.76,0.0
Hail,MISSOURI,4,MAM,1.0,Unknown,38.94,-94.35,0.0
Hail,MISSOURI,4,MAM,1.25,Unknown,39.08,-94.46,0.0
Hail,MISSOURI,4,MAM,1.0,Unknown,39.98,-95.14,0.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,39.68,-123.66,1100.0
Hail,TEXAS,3,MAM,1.75,Unknown,30.63,-96.34,0.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,41.01,-123.64,1100.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,38.97,-122.83,1100.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,39.8309,-123.6506,1100.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,39.16,-123.61,3500.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,40.47,-123.8,3500.0
Marine Thunderstorm Wind,ATLANTIC NORTH,1,DJF,38.0,MG,38.57,-76.07,0.0
Hail,MISSISSIPPI,4,MAM,1.0,Unknown,34.3003,-89.5877,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.16,-90.5,5000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.26,-89.52,500.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.25,-89.54,5000.0
Hail,KANSAS,4,MAM,1.0,Unknown,38.43,-95.02,0.0
Hail,MISSOURI,4,MAM,1.0,Unknown,38.1,-94.47,0.0
Hail,MISSOURI,4,MAM,1.0,Unknown,38.11,-94.4,0.0
Hail,TEXAS,3,MAM,1.75,Unknown,30.66,-96.3,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.66,-96.31,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.68,-96.32,0.0
Hail,TEXAS,3,MAM,2.0,Unknown,30.63,-96.33,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.67,-96.3,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.66,-96.34,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.62,-96.33,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.69,-96.27,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.4,-96.58,0.0
Thunderstorm Wind,MISSOURI,4,MAM,52.0,EG,39.95,-94.84,0.0
Lightning,MISSISSIPPI,3,MAM,50.0,Unknown,32.34,-90.21,50000.0
Thunderstorm Wind,MISSOURI,4,MAM,52.0,EG,39.95,-94.8,0.0
Thunderstorm Wind,MISSOURI,4,MAM,52.0,EG,40.18,-94.67,0.0
Thunderstorm Wind,TEXAS,4,MAM,64.0,EG,31.19,-95.65,0.0
Thunderstorm Wind,TEXAS,4,MAM,65.0,EG,31.0,-95.58,0.0
Hail,MISSOURI,4,MAM,1.0,Unknown,39.09,-94.46,0.0
Hail,MISSOURI,4,MAM,1.0,Unknown,40.03,-94.97,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,39.16,-123.63,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,38.98,-123.09,0.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,39.17,-122.97,7500.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,38.91,-122.61,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,39.14,-123.19,0.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,38.8018,-122.5755,1100.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,40.74,-123.22,1100.0
Thunderstorm Wind,VIRGINIA,2,DJF,50.0,EG,37.96,-77.44,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,50.0,EG,41.04,-75.02,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,50.0,EG,41.3,-74.79,0.0
Flash Flood,LOUISIANA,4,MAM,50.0,Unknown,32.8028,-91.9113,1000.0
Tornado,CALIFORNIA,2,DJF,50.0,Unknown,34.1618,-119.1547,0.0
Flood,HAWAII,3,MAM,50.0,Unknown,21.4791,-157.8423,50000.0
Thunderstorm Wind,TEXAS,3,MAM,64.0,EG,29.49,-94.92,0.0
Hail,NEW JERSEY,4,MAM,0.75,Unknown,39.86,-75.2,0.0
Hail,NEW JERSEY,4,MAM,1.0,Unknown,39.82,-75.04,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,40.8372,-124.0706,0.0
Thunderstorm Wind,GEORGIA,4,MAM,50.0,EG,34.47,-83.574,0.0
Thunderstorm Wind,GEORGIA,4,MAM,50.0,EG,34.81,-83.37,0.0
Hail,SOUTH CAROLINA,4,MAM,1.0,Unknown,34.78,-82.24,0.0
Hail,NORTH CAROLINA,4,MAM,0.75,Unknown,35.174,-81.172,0.0
Hail,GEORGIA,4,MAM,1.0,Unknown,34.51,-83.53,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,35.1255,-92.727,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,34.5678,-92.6103,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,33.7015,-92.0318,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,33.8766,-93.2981,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,34.1224,-93.0484,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,33.5967,-92.8244,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,4,MAM,40.0,MG,30.68,-88.01,0.0
Hail,SOUTH CAROLINA,4,MAM,0.75,Unknown,35.088,-82.238,0.0
Hail,GEORGIA,4,MAM,1.0,Unknown,34.54,-83.3,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.69,-89.94,10000.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,38.83,-122.72,3500.0
Debris Flow,CALIFORNIA,2,DJF,50.0,Unknown,40.48,-123.89,3500.0
Thunderstorm Wind,MISSOURI,3,MAM,83.0,EG,36.272,-89.944,15000.0
Hail,MISSISSIPPI,4,MAM,1.75,Unknown,34.33,-89.66,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.28,-89.52,3000.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.25,-89.54,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.22,-89.4,0.0
Heavy Rain,CALIFORNIA,2,DJF,50.0,Unknown,38.81,-122.71,1100.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,39.14,-123.19,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,38.97,-123.12,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,38.93,-123.71,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,39.16,-123.58,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,39.86,-123.72,0.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.26,-89.53,3500.0
Thunderstorm Wind,MISSISSIPPI,4,MAM,52.0,EG,34.25,-89.52,10000.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.65,-96.34,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.53,-96.22,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.58,-96.33,0.0
Hail,TEXAS,3,MAM,1.25,Unknown,31.16,-95.6,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,3,MAM,36.0,MG,28.7068,-96.6104,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.44,-96.7,0.0
Thunderstorm Wind,TEXAS,4,MAM,74.0,EG,31.41,-95.14,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.75,-95.22,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.67,-95.01,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.71,-94.95,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.46,-96.66,0.0
Thunderstorm Wind,MISSISSIPPI,1,DJF,56.0,EG,32.17,-90.89,1000.0
Tornado,MISSISSIPPI,1,DJF,50.0,Unknown,31.4593,-89.6596,15000.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,33.3111,-92.485,0.0
Hail,TENNESSEE,3,MAM,0.88,Unknown,36.0945,-88.82,0.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,83.0,EG,33.881,-89.129,10000.0
Tornado,TENNESSEE,3,MAM,50.0,Unknown,35.0966,-89.0021,10000.0
Thunderstorm Wind,TENNESSEE,3,MAM,70.0,EG,35.068,-89.033,10000.0
Tornado,MISSISSIPPI,3,MAM,50.0,Unknown,33.9719,-88.5998,10000.0
Hail,MISSOURI,3,MAM,1.25,Unknown,36.09,-90.15,0.0
Hail,MISSOURI,3,MAM,1.75,Unknown,36.3,-89.83,0.0
Thunderstorm Wind,MISSOURI,3,MAM,56.0,EG,36.09,-90.15,10000.0
Flash Flood,TENNESSEE,3,MAM,50.0,Unknown,35.6583,-88.3893,50000.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,34.984,-92.1948,0.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.07,-92.03,0.0
Thunderstorm Wind,ARKANSAS,4,MAM,52.0,EG,34.84,-92.77,0.0
Funnel Cloud,ARKANSAS,4,MAM,50.0,Unknown,35.84,-91.24,0.0
Flood,ARKANSAS,4,MAM,50.0,Unknown,36.3136,-91.4828,0.0
Flash Flood,CALIFORNIA,2,DJF,50.0,Unknown,34.439,-118.3369,0.0
Flash Flood,CALIFORNIA,2,DJF,50.0,Unknown,34.0207,-118.802,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.59,-96.34,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.7522,-95.2395,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.74,-95.08,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.62,-96.35,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.63,-96.34,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.63,-96.36,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.66,-96.3,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.45,-96.66,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.6,-96.34,0.0
Hail,TENNESSEE,3,MAM,1.0,Unknown,35.19,-88.24,0.0
Flash Flood,TENNESSEE,3,MAM,50.0,Unknown,35.88,-88.16,0.0
Hail,MISSISSIPPI,3,MAM,1.0,Unknown,34.12,-89.62,0.0
Hail,MISSISSIPPI,3,MAM,1.0,Unknown,34.29,-89.51,0.0
Hail,MISSISSIPPI,3,MAM,1.75,Unknown,34.12,-88.71,0.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,50.0,EG,34.27,-88.41,2000.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,50.0,EG,33.9811,-88.4645,20000.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,70.0,EG,34.04,-88.51,10000.0
Tornado,ARKANSAS,4,MAM,50.0,Unknown,35.01,-92.15,0.0
Thunderstorm Wind,ARKANSAS,4,MAM,50.0,EG,36.09,-90.93,0.0
Hail,GEORGIA,4,MAM,1.25,Unknown,34.53,-83.48,0.0
Hail,NEW JERSEY,4,MAM,1.0,Unknown,39.8,-75.07,0.0
Hail,NEW JERSEY,4,MAM,0.75,Unknown,39.85,-75.24,0.0
Hail,NEW JERSEY,4,MAM,1.0,Unknown,39.7,-75.01,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,50.0,EG,39.87,-75.13,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,50.0,EG,39.87,-75.18,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,55.0,EG,39.83,-75.19,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,50.0,EG,39.84,-75.2,0.0
Thunderstorm Wind,NEW JERSEY,4,MAM,50.0,EG,39.86,-75.12,0.0
Thunderstorm Wind,CALIFORNIA,2,DJF,53.0,MG,34.2544,-118.9344,0.0
Thunderstorm Wind,CALIFORNIA,2,DJF,52.0,MG,34.3242,-118.5842,0.0
Thunderstorm Wind,CALIFORNIA,2,DJF,67.0,MG,34.387,-118.3391,0.0
Flash Flood,CALIFORNIA,2,DJF,50.0,Unknown,34.2763,-118.5,0.0
Flash Flood,CALIFORNIA,2,DJF,50.0,Unknown,34.092,-117.9887,0.0
Flash Flood,CALIFORNIA,2,DJF,50.0,Unknown,34.19,-118.13,0.0
Debris Flow,CALIFORNIA,2,DJF,50.0,Unknown,34.1024,-118.6591,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.62,-96.34,0.0
Hail,TEXAS,3,MAM,1.75,Unknown,30.63,-96.31,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,3,MAM,42.0,MG,28.72,-96.25,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,3,MAM,49.0,MG,29.6,-94.93,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,3,MAM,61.0,MG,29.36,-94.72,0.0
Flash Flood,PENNSYLVANIA,4,MAM,50.0,Unknown,41.35,-79.95,500.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.65,-96.31,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.66,-96.31,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.63,-96.37,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.63,-96.35,0.0
Hail,TEXAS,3,MAM,1.75,Unknown,30.62,-96.33,0.0
Hail,TEXAS,3,MAM,1.5,Unknown,30.64,-96.33,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.65,-96.35,0.0
Hail,TEXAS,3,MAM,1.75,Unknown,30.62,-96.31,0.0
Hail,TEXAS,3,MAM,1.0,Unknown,30.63,-96.34,0.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,56.0,EG,33.9,-89.0,10000.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,50.0,EG,33.97,-88.61,5000.0
Thunderstorm Wind,MISSISSIPPI,3,MAM,54.0,MG,34.68,-90.35,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.7127,-89.8563,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.8632,-89.4853,10000.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.2867,-89.0551,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.19,-88.77,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.2332,-88.7222,10000.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.51,-88.63,25000.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.09,-88.57,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.2799,-88.7142,50000.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.3884,-88.8336,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,33.9,-89.01,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.0673,-89.5485,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.52,-88.35,100000.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.59,-88.25,10000.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.0671,-89.5464,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,34.2276,-88.6529,0.0
Flash Flood,MISSISSIPPI,3,MAM,50.0,Unknown,33.82,-88.55,0.0
Flash Flood,CALIFORNIA,4,MAM,50.0,Unknown,34.2732,-118.499,0.0
Debris Flow,CALIFORNIA,2,DJF,50.0,Unknown,34.0819,-118.6451,0.0
Flash Flood,CALIFORNIA,2,DJF,50.0,Unknown,34.0502,-118.2124,0.0
Debris Flow,CALIFORNIA,2,DJF,50.0,Unknown,34.0378,-118.6081,0.0
Thunderstorm Wind,CALIFORNIA,2,DJF,64.0,MG,34.7626,-119.0673,0.0
Thunderstorm Wind,CALIFORNIA,2,DJF,60.0,MG,34.4995,-118.0995,0.0
Flash Flood,PENNSYLVANIA,4,MAM,50.0,Unknown,41.3471,-79.7377,200.0
Thunderstorm Wind,ALABAMA,2,DJF,52.0,EG,31.36,-88.25,0.0
Thunderstorm Wind,ALABAMA,2,DJF,52.0,EG,31.71,-87.77,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,2,DJF,41.0,MG,37.26,-76.02,0.0
Thunderstorm Wind,IOWA,3,MAM,52.0,MG,41.08,-95.62,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,52.0,EG,41.67,-96.67,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,56.0,EG,40.15,-96.41,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,55.0,MG,40.64,-96.76,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.86,-89.17,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.66,-88.69,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,70.0,EG,39.71,-88.6,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,87.0,EG,39.73,-88.59,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,60.0,MG,40.9386,-90.4309,0.0
Thunderstorm Wind,ALABAMA,2,DJF,52.0,EG,30.93,-87.86,0.0
Thunderstorm Wind,ALABAMA,2,DJF,52.0,EG,31.58,-86.26,0.0
Thunderstorm Wind,ALABAMA,2,DJF,52.0,EG,31.26,-86.52,0.0
Thunderstorm Wind,ALABAMA,2,DJF,50.0,MG,31.31,-86.39,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,2,DJF,46.0,MG,30.3,-87.51,0.0
Marine Thunderstorm Wind,GULF OF MEXICO,2,DJF,41.0,MG,30.06,-87.55,0.0
Thunderstorm Wind,MISSISSIPPI,1,DJF,56.0,EG,32.97,-90.58,5000.0
Tornado,MISSISSIPPI,1,DJF,50.0,Unknown,31.761,-89.994,1000.0
Thunderstorm Wind,MISSISSIPPI,1,DJF,39.0,EG,32.36,-89.38,1000.0
Thunderstorm Wind,NEBRASKA,3,MAM,68.0,MG,41.76,-96.18,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,52.0,EG,41.61,-96.55,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,52.0,MG,40.22,-96.01,0.0
Hail,NEBRASKA,3,MAM,1.0,Unknown,41.42,-96.06,0.0
Hail,NEBRASKA,3,MAM,1.0,Unknown,40.55,-95.81,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,56.0,EG,41.0,-95.98,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,56.0,EG,40.53,-96.02,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.55,-90.03,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,53.0,MG,40.92,-89.49,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,40.69,-89.41,0.0
Hail,ILLINOIS,3,MAM,1.5,Unknown,39.52,-89.25,0.0
Funnel Cloud,CALIFORNIA,3,MAM,50.0,Unknown,35.3179,-119.0573,0.0
Hail,ILLINOIS,3,MAM,0.75,Unknown,38.69,-87.78,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.23,-90.36,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,55.0,EG,35.11,-75.98,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,56.0,EG,34.7,-76.57,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,55.0,MG,35.24,-75.62,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,82.0,MG,35.35,-75.5,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,60.0,MG,34.91,-76.88,0.0
Flood,MONTANA,3,MAM,50.0,Unknown,48.9974,-105.6747,0.0
Hail,WYOMING,3,MAM,1.25,Unknown,41.18,-104.07,0.0
Hail,NEBRASKA,3,MAM,1.0,Unknown,41.1802,-104.05,0.0
Hail,NEBRASKA,3,MAM,1.25,Unknown,41.3426,-103.6398,0.0
Hail,NEBRASKA,3,MAM,1.5,Unknown,41.3603,-103.66,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,51.0,MG,41.62,-97.38,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,53.0,MG,41.66,-96.36,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,61.0,MG,41.67,-96.35,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,53.0,MG,41.04,-95.98,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,57.0,MG,40.3,-96.95,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.1507,-90.5298,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,56.0,EG,40.67,-96.03,0.0
Thunderstorm Wind,IOWA,3,MAM,50.0,MG,41.06,-95.82,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,39.38,-88.25,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,41.142,-89.369,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.0886,-89.7399,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,50.0,EG,35.14,-77.99,0.0
Thunderstorm Wind,NORTH CAROLINA,3,MAM,50.0,EG,34.92,-77.77,0.0
Thunderstorm Wind,VIRGINIA,2,DJF,50.0,EG,36.68,-76.78,2500.0
Thunderstorm Wind,VIRGINIA,2,DJF,53.0,MG,37.71,-77.44,0.0
Flash Flood,VIRGINIA,2,DJF,50.0,Unknown,37.59,-77.45,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,32.77,-117.03,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,52.0,MG,41.23,-103.4708,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,3,MAM,37.0,MG,30.38,-81.42,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,3,MAM,36.0,MG,30.4,-81.42,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,3,MAM,38.0,MG,30.4,-81.42,0.0
Thunderstorm Wind,IOWA,3,MAM,57.0,MG,41.32,-95.75,0.0
Thunderstorm Wind,IOWA,3,MAM,53.0,MG,41.56,-95.9,0.0
Thunderstorm Wind,IOWA,3,MAM,56.0,MG,41.09,-95.33,0.0
Hail,ILLINOIS,3,MAM,1.25,Unknown,39.06,-88.75,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.54,-88.81,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,40.8,-89.61,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.74,-89.56,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.69,-89.8,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.98,-88.25,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,70.0,EG,40.0843,-88.1617,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,56.0,MG,40.03,-88.28,0.0
Tornado,FLORIDA,2,DJF,50.0,Unknown,30.5238,-87.1958,0.0
Heavy Rain,GEORGIA,3,MAM,50.0,Unknown,30.98,-82.4,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,36.09,-84.54,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,35.51,-84.81,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,36.08,-84.05,0.0
Hail,NEBRASKA,3,MAM,1.0,Unknown,40.1845,-95.93,0.0
Hail,NEBRASKA,3,MAM,1.0,Unknown,40.4393,-96.3297,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,50.0,MG,40.17,-96.66,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,61.0,MG,40.13,-97.18,0.0
Thunderstorm Wind,NEBRASKA,3,MAM,50.0,MG,40.17,-95.96,0.0
Hail,ILLINOIS,3,MAM,0.75,Unknown,39.9598,-89.7265,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.68,-89.62,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.77,-89.66,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.81,-89.83,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.5679,-89.6296,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.73,-89.91,0.0
Tornado,ILLINOIS,3,MAM,50.0,Unknown,39.535,-88.38,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.4698,-88.1667,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,70.0,EG,39.73,-88.61,0.0
Thunderstorm Wind,VIRGINIA,2,DJF,50.0,EG,37.67,-76.88,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,2,DJF,41.0,MG,37.0365,-76.0767,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,40.56,-90.04,0.0
Hail,ILLINOIS,3,MAM,0.75,Unknown,40.0302,-88.0566,0.0
Tornado,ILLINOIS,3,MAM,50.0,Unknown,39.58,-87.71,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,39.62,-87.66,0.0
Funnel Cloud,OREGON,4,MAM,50.0,Unknown,45.0665,-122.7855,0.0
Hail,KANSAS,3,MAM,1.0,Unknown,39.14,-95.95,0.0
Hail,KANSAS,3,MAM,2.0,Unknown,38.66,-96.17,0.0
Hail,KANSAS,3,MAM,1.0,Unknown,38.66,-96.17,0.0
Hail,KANSAS,3,MAM,1.25,Unknown,39.32,-95.72,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,32.7747,-117.0262,0.0
Hail,WISCONSIN,3,MAM,0.75,Unknown,45.15,-89.99,0.0
Flood,CALIFORNIA,3,MAM,50.0,Unknown,37.5218,-120.4316,0.0
Debris Flow,CALIFORNIA,3,MAM,50.0,Unknown,37.2993,-119.6496,5000.0
Flood,CALIFORNIA,3,MAM,50.0,Unknown,36.4544,-119.4925,0.0
Flood,CALIFORNIA,3,MAM,50.0,Unknown,37.6021,-119.9679,0.0
Funnel Cloud,CALIFORNIA,3,MAM,50.0,Unknown,37.4371,-120.5946,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,52.0,EG,40.1182,-88.2626,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,39.51,-87.83,0.0
Flood,CALIFORNIA,2,DJF,50.0,Unknown,32.8405,-117.15,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,36.37,-84.39,0.0
Flash Flood,TENNESSEE,3,MAM,50.0,Unknown,35.0632,-85.2588,0.0
Flood,TENNESSEE,3,MAM,50.0,Unknown,35.232,-85.4889,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,35.36,-84.99,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,35.55,-84.56,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,35.73,-84.31,0.0
Thunderstorm Wind,TENNESSEE,3,MAM,52.0,EG,35.38,-85.11,0.0
Thunderstorm Wind,FLORIDA,3,MAM,40.0,EG,29.23,-82.06,20000.0
Funnel Cloud,CALIFORNIA,3,MAM,50.0,Unknown,37.4162,-120.513,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,61.0,EG,40.41,-89.69,0.0
Thunderstorm Wind,ILLINOIS,3,MAM,56.0,EG,40.15,-89.15,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,3,MAM,36.0,MG,30.39,-81.48,0.0
